Author-作者,Title-题名,Source-刊名,Year-年,Roll-卷,Period-期,PageCount-页码
赵红岩,在发展中体现新作为——农七师工会2004年工作回眸,兵团工运,2005,,6,34
张前军,浅谈如何发挥工会组织在促进银行改革发展中的作用,新疆金融,2005,,6,57-59
方和荣;阎永平,加强教代会建设 维护教职工合法权益,中北大学学报(社会科学版),2005,,3,81-82
龚维斌,我国现阶段劳资矛盾产生的原因及对策研究,当代世界与社会主义,2005,,3,136-139
沈琴琴,中国转型时期的劳动经济状况与工会工作,工会理论研究(上海工会管理干部学院学报),2005,,3,7月10日
,上海市机电工会剪影,工会理论研究(上海工会管理干部学院学报),2005,,3,49
,地方工运文摘,中国工运,2005,,6,40-41
邓军华;,仙桃市总工会组织进城农民入社区工会,工友,2005,,6,36
胡果文,论工会在高校政治文明建设中的角色设计与扮演,政治与法律,2005,,3,29-32
陆浩,国有企业工会工作存在的问题及对策,大众科技,2005,,11,202-203+207
胡连生;杨玲,论农村富余劳动力的转移与农民工的劳动权益保障,市场周刊(研究版),2005,,5,4月6日
顾中久,服务大局抓维护 凝聚职工促发展,工会论坛(山东省工会管理干部学院学报),2005,,3,6月7日
施必华,树立三个形象 做好新形势下的工会工作,工会论坛(山东省工会管理干部学院学报),2005,,3,31
方建洲;,创新发展工会工作必须坚持“三个必须”,工友,2005,,5,39
唐宇荧,奔走在职工维权的征途,浙江人大,2005,,5,34-35
程灵芝,组织起来 切实维权 做职工利益的维护人,兵团工运,2005,,4,6
巴增刚,职工利益高于一切应成为工会工作者的座右铭,兵团工运,2005,,4,8
李永金;宋江顺,高校知识分子维权体系的构建,安徽工业大学学报(社会科学版),2005,,2,110-111
张增泰,关于建立现代大学制度的思考,工会理论研究.上海工会管理干部学院学报,2005,,2,42-44
马阜义 ;陈丽娟,"一个学习型企业的理性腾飞——中国一航沈飞集团公司开展""创争""活动纪实",中国职工教育,2005,,4,23-24
,加强工会基层组织建设问题解答(一),中国工运,2005,,4,36-37
,中国政务信息网媒体关注度测评,领导决策信息,2005,,15,10月11日
楼伟民,当前部分地方工会工作的误区及其对策,中国劳动关系学院学报,2005,,2,45-49
林王荣,突出维护职能 搞好工会工作,中国劳动关系学院学报,2005,,2,50-52
王靖云,工会维护职工权益的核心和方法,承德石油高等专科学校学报,2005,,1,54-56+76
杨世良,浅谈工会在构建和谐社会中的积极作用,工会论坛(山东省工会管理干部学院学报),2005,,2,33
丁胜如,论用科学发展观统领工会工作,北京市工会干部学院学报,2005,,1,4月8日
,卷首语,北京市工会干部学院学报,2005,,1,1
,深入开展先进性教育活动 努力开创工会工作新局面——张俊九在全总机关作先进性教育专题报告(摘要),中国职工教育,2005,,3,7月8日
吴艳敏,抓建功 促维权——唐钢动力厂女工工作纪实,中国职工教育,2005,,3,54
沈安后;刘新;,对改制企业职工权利维护的思考,东方企业文化,2005,,Z1,60-61
本刊编辑部,开拓创新 真抓实干,兵团工运,2005,,2,1
上海市纺织工会、金山、青浦区总工会联合课题组,组建区域性纺织行业工会的实践与思考,工会理论研究.上海工会管理干部学院学报,2005,,1,11月15日
丰工,北京市丰台区总工会召开委员(扩大)会,工会博览,2005,,4,46
肖云;龚桢梽,政府在清欠农民工工资中的角色冲突与归位,调研世界,2005,,2,27-29
,信息快递,中国人才,2005,,3,60
彭恒军,论现阶段我国乡镇企业劳动关系的基本特征,中国劳动关系学院学报,2005,,1,11月17日
杨明和;杨继标,培育学习型职工:企业工会工作的时代主题,中国劳动关系学院学报,2005,,1,97-98
肖英萍,增强宗旨意识 做好维权工作,兵团工运,2005,,1,20
赵光臣,工会第一要务的实现途径,胜利油田党校学报,2005,,1,122-123
付建星,关于创新工会工作的几点思考,胜利油田党校学报,2005,,1,124-125
姚遥;郭宇宽,的哥组建工会记,南风窗,2005,,2,56-58
,地方工运文摘,中国工运,2005,,1,44-45
,各地工运信息,中国工运,2005,,1,48
朱国豪,工会科学建家的几点尝试,中国职工教育,2005,,1,60
吴红霞,构筑和谐社会的基点——来自义乌的报道,今日浙江,2005,,1,28-29
王慧民;,浅析把农民工纳入工会的维权机制,北京市工会干部学院学报,2006,,4,"""10-13"""
黄敏森;,关于新时期工会“维权”的几点思考,广西工学院学报,2006,,S1,"""180-182"""
李佩忠;余志学;刘卫东;汪晓华;,高校工会维权问题的探讨,河北科技师范学院学报(社会科学版),2006,,4,"""54-56"""
魏银祥;,教育工会维权的法律障碍,工友,2006,,12,"""38"""
李志培;,工会维权问题解答(八),中国工运,2006,,12,"""52-54"""
余勇骏;余明忠;,武汉工会维权三瞥,工友,2006,,11,"""26-27"""
孟维;刘子惠;,从鲁园农民工工会维权看农民工工会维权现状、困境及对策,辽宁工程技术大学学报(社会科学版),2006,,6,"""611-613"""
,工会维权问题解答(七),中国工运,2006,,11,"""52-54"""
曹永玲;,维护工会维权者的权益,中国职工教育,2006,,10,"""37"""
曹峰旗;田芝健;,因果追问:马克思恩格斯工会维权理论初探,毛泽东邓小平理论研究,2006,,10,"""58-61+83-84"""
周庆章;,工会维权与社会和谐,工友,2006,,10,"""22-23"""
杨少成;,工会维权必须讲“科学”,工友,2006,,10,"""24+23"""
黄国铭;,论新的发展阶段高校工会的维权,福建工程学院学报,2006,,5,"""701-705"""
马方成;贾晓东;,工会维权必须高度重视劳动标准问题,中国工运,2006,,10,"""48-49"""
,工会维权问题解答(六),中国工运,2006,,10,"""52-54"""
杨鹏飞;,破解工会维权困难的若干思路,社会观察,2006,,10,"""30-31"""
王永山;,略论高校工会维权内涵及其制度建设,中国劳动关系学院学报,2006,,5,"""68-71"""
张安顺;,完善工会维权机制的思考,中国职工教育,2006,,9,"""53"""
吕国泉;方丹;陈杰平;,工会维权问题解答(五),中国工运,2006,,9,"""47-49"""
牛玉兵;傅华;,农民工与工会维权机制创新,天府新论,2006,,5,"""82-83"""
刘业林;,创建劳动关系和谐企业 倾力打造工会维权新品牌,中国工运,2006,,8,"""44-45"""
吕国泉;,工会维权问题解答(四),中国工运,2006,,8,"""51-53"""
张玺;李锋杰;,工会维权——矽肺病农民工终获赔,农家科技,2006,,8,"""44-45"""
向德行;,工会组织须加快维权方式转变,工会博览,2006,,15,"""62"""
朱厚伦;,不断提高工会维权的能力和水平,中国工运,2006,,7,"""45-47"""
谢良敏;,工会维权问题解答(三),中国工运,2006,,7,"""52-54"""
郑丽;,新时期集团工会维权之我见,中国职工教育,2006,,6,"""30-31"""
刘素华;,系统论视角下的工会维权机制建设,天津市工会管理干部学院学报,2006,,2,"""10-13+42"""
刘凯文;,关于建立和完善改制企业工会组织维权机制的思考,天津市工会管理干部学院学报,2006,,2,"""24-26"""
陈延河;,“五位一体”机制助推工会维权,人民论坛,2006,,12,"""48-49"""
,工会维权问题解答(二),中国工运,2006,,6,"""47-49"""
杨树海;,新形势下的工会维权机制建设,中国劳动关系学院学报,2006,,3,"""60-61"""
冯建立;,关于加强工会维权能力建设的实践与思考,工会论坛(山东省工会管理干部学院学报),2006,,3,"""11-12"""
,工会维权问题解答(一),中国工运,2006,,5,"""51-53"""
周道锋;,谈工会维权的法律运作,中国石化,2006,,5,"""69-70"""
雷虹;,劳动者的权利重如山——义乌市工会维权纪实,今日浙江,2006,,8,"""46-49"""
郝久增;,引入应激管理 加强工会维权工作,中国劳动关系学院学报,2006,,2,"""31-32"""
张凤英;,浅谈企业工会维权的有效途径,中国职工教育,2006,,3,"""41"""
李瑾;韩晓燕;,高校工会维权的基本态势和应对策略,工会论坛(山东省工会管理干部学院学报),2006,,2,"""37-38"""
宋非;,企业工会维权的弱势原因及对策,兵团工运,2006,,3,"""10"""
胡静民;周俊娟;,积极组织农民工入会 切实发挥工会维权作用,中国工运,2006,,3,"""29-30"""
黄占育;,试论高校工会维权工作新特点——高校劳动关系的变化与工会工作重心及角色定位,福建农林大学学报(哲学社会科学版),2006,,2,"""71-73"""
孙学军;,浅谈当前企业工会维权存在的问题及对策,中国职工教育,2006,,2,"""46"""
邱蓉;,新时期农民工与工会维权,贵州工业大学学报(社会科学版),2006,,1,"""68-69+75"""
王秀月;,提高工会维权能力的调查与思考,工会理论研究(上海工会管理干部学院学报),2006,,1,"""40-42"""
谢文年;许晓虹;,论工会维权与促进企业发展的关系,中国劳动关系学院学报,2006,,1,"""30-31"""
玉春子;,高校工会维权现状与维权的有效途径,工会论坛(山东省工会管理干部学院学报),2006,,1,"""40-41"""
周培龙;邓小勇;,八十三团工会维权出现四大亮点,兵团工运,2006,,1,"""20"""
于文站;,对当前山东省建材行业劳动关系特点及建材产业工会维权问题的探讨,建材发展导向,2006,,6,"""51-53"""
丁胜如;,关于推进工会重点工作的几点思考,北京市工会干部学院学报,2006,,4,"""6-9"""
邓家炯;,从构建社会主义和谐社会看工会维权工作,阿坝师范高等专科学校学报,2006,,S2,"""146-147"""
吴俐萍;,麦田的守望者——记湖北省工会维权工作十佳个人、蒲纺集团工会主席常雨琴,工友,2006,,12,"""20-23"""
张锦祥;陈敏玲;,基层工会组织网上学习交流和维权系统的设计与实现,计算机时代,2006,,12,"""36-37"""
苗丰仁;钟祥斌;王建翎;,科学维权 重在实践,中国劳动关系学院学报,2006,,6,"""1-6"""
信卫平;燕晓飞;,论我国工会在收入分配领域的维权职能,中国劳动关系学院学报,2006,,6,"""7-12"""
杨莉;,转型期青年工人权利意识与维权现状研究,青年研究,2006,,11,"""38-44"""
唐红妹;,论高校工会维权机制建设,湖州师范学院学报,2006,,5,"""131-133"""
,在改革中应运而生 在维权中脱颖而出 湖北省机冶建材工会,工友,2006,,10,"""61"""
,国企工会 维权抓什么,劳动保护,2006,,10,"""19-21"""
晁建敏;李东红;,做好企业改制中工会维权工作的几点思考,中国劳动关系学院学报,2006,,5,"""44-45"""
沈惠宁;宋国华;,加大培训力度 提高工会干部依法维权能力,中国劳动关系学院学报,2006,,5,"""48-51"""
李人扬;,工会应把农民工作为维权的重点,中国劳动关系学院学报,2006,,5,"""55-58"""
李延梅;,拓宽思路 切实维权——北京市海淀区总工会推动工会法律工作建设纪实,工会博览,2006,,19,"""10"""
杨毅;,试述高校工会的维权途径,河套大学学报(哲学社会科学版),2006,,2,"""86-87+67"""
赵庆增;,完善工会组织领导下的维权机制,中共贵州省委党校学报,2006,,5,"""59"""
吴晓琴;,垦区工会维权工作的实践与思考,农场经济管理,2006,,5,"""62-63"""
彭联;,工会维权害怕政府部门有意见?,工友,2006,,8,"""10"""
赵国民;,总经理请求工会维权?,工友,2006,,7,"""30"""
冯同庆;,信阳模式与中国工会社会化维权之路,工会理论研究(上海工会管理干部学院学报),2006,,3,"""1-3"""
石秋兰;,浅谈新时期油公司基层工会的维权工作,大庆社会科学,2006,,3,"""52"""
苏大伟;,"社会主义市场经济条件下工会的根本历史使命——对“组织起来,切实维权”的再认识",中国劳动关系学院学报,2006,,3,"""57-59"""
闫娜;,论《工会法》的完善,工会论坛(山东省工会管理干部学院学报),2006,,3,"""6-7"""
徐明;,对工会组织构建维权机制的思考,工会论坛(山东省工会管理干部学院学报),2006,,3,"""27"""
张春敏;,关于基层工会维权工作的几点思考,工会论坛(山东省工会管理干部学院学报),2006,,3,"""28"""
胡维鼎;,美国工会怎样维权,工友,2006,,5,"""40-41"""
李珂;许晓军;,论我国工会新型维权机制的建构,工会理论研究.上海工会管理干部学院学报,2006,,2,"""28-30"""
刘建萍;陈宏明;,强化维权机制建设 增强工会组织的凝聚力,兵团工运,2006,,4,"""46"""
赵新虎;,"落实工会维权内容,维护工厂与员工双方利益 东风商用车公司铸造一厂聘请员工代表担当执法者",中国铸造装备与技术,2006,,2,"""74"""
肖良波;,十团普法教育助推工会维权,兵团工运,2006,,3,"""25"""
欧文;,大力推进“一法三卡”工作 充分发挥工会维权作用——福建省工会劳动保护工作会议暨福建省非公有制企业“一法三卡”工作现场会在泉州召开,安全与健康,2006,,5,"""11-12+65"""
,昌平区总工会召开二届二次委员(扩大)会,工会博览,2006,,5,"""39"""
张瑜;,人事制度改革与工会维权工作,工会理论研究(上海工会管理干部学院学报),2006,,1,"""45-46"""
赵丽华;,企业工会加强维权机制建设的若干问题,兵团工运,2006,,2,"""12"""
